id_localidad,localidad,padre,id_municipio,localidad_activo
3224,Yaqui Justiciero,,17,1
3225,Yedith,,17,1
3226,Yesenia (Silvia Elena),,17,1
3227,10 de Abril [Rancho],,18,1
3228,16 de Septiembre,,18,1
3229,18 de Septiembre,,18,1
3230,23 de Octubre,,18,1
3231,31 de Octubre,,18,1
3232,6 de Enero,,18,1
3233,Abel Murrieta,,18,1
3234,Abelardo L. Rodríguez,,18,1
3235,Abelardo Rodríguez,,18,1
3236,Acuícola Aquatop,,18,1
3237,Acuícola Santa Inés,,18,1
3238,Adalberto Cornejo,,18,1
3239,Adalberto Rosas (Bloque 1110),,18,1
3240,Adalberto Rosas (Bloque 1112),,18,1
3241,Adela Chairez Salazar (Bloque 1812),,18,1
3242,Adelaida Rábago,,18,1
3243,Adopta Obregón,,18,1
3244,Adrenalina Track,,18,1
3245,Adrián Félix Orduño,,18,1
3246,Adrián García,,18,1
3247,Adrián Martínez (Bloque 808),,18,1
3248,Adrián Ramos Bours,,18,1
3249,Aeródromo Brizuela,,18,1
3250,Aeropuerto [Hotel],,18,1
3251,Aeropuerto1,,18,1
3252,Aforadora SARH,,18,1
3253,Agostadero,,18,1
3254,Agostadero Canal Alto,,18,1
3255,Agrícola del Nainari (Block 514),,18,1
3256,Agrícola DIO,,18,1
3257,Agrícola el Cerezo,,18,1
3258,Agrícola Espíritu Santo,,18,1
3259,Agrícola Garar,,18,1
3260,Agrícola Hugos,,18,1
3261,Agrícola Leney Sosa Obregón,,18,1
3262,Agrícola Lewis,,18,1
3263,Agrícola Tarasca,,18,1
3264,Agrinuez,,18,1
3265,Agrirecord,,18,1
3266,Agro,,18,1
3267,Agrofrutícola Guaymitas,,18,1
3268,Agropecuaria del Río Yaqui,,18,1
3269,Agropecuaria San Diego,,18,1
3270,Agropecuaria Santa Bárbara,,18,1
3271,Agua Amarga,,18,1
3272,Agua Caliente,,18,1
3273,Agua Caliente (Fraccionamiento),,18,1
3274,Agua Calientita,,18,1
3275,Agua de Enmedio,,18,1
3276,Agua de la Cruz,,18,1
3277,Agua del Zacate (Agua Zarca),,18,1
3278,Agua Escondida,,18,1
3279,Agua Fría,,18,1
3280,Agua Salada,,18,1
3281,Aguaje la Escondida,,18,1
3282,Aguas Negras,,18,1
3283,Agustín Sierras,,18,1
3284,Álamo Raizudo,,18,1
3285,Álamo Solo,,18,1
3286,Alanhara,,18,1
3287,Alberto Nieves [Vivero],,18,1
3288,Alberto Valenzuela (Tozalcahui),,18,1
3289,Alberto Yépiz Beltrán (Bloque 803),,18,1
3290,Albino Meza,,18,1
3291,Albino Salazar,,18,1
3292,Aldo,,18,1
3293,Alejandro Morales Gastélum (La Uvalama),,18,1
3294,Alejandro Pablos (Bloque 1810),,18,1
3295,Alejandro Suárez Haros,,18,1
3296,Alfonso Fuentes Camacho,,18,1
3297,Alfonso Murrieta Ruiz,,18,1
3298,Alfonso Navarro Haro,,18,1
3299,Alfonso Polanco,,18,1
3300,Alfonso Valenzuela,,18,1
3301,Alfonso Valenzuela Corral (Bloque 1618),,18,1
3302,Alfredo Oroz,,18,1
3303,Alfredo Ruiz M. (El Jacal),,18,1
3304,Alicia,,18,1
3305,Allende (El Dieciocho),,18,1
3306,Altos de Jecopaco,,18,1
3307,Álvaro Jocobi Valdez,,18,1
3308,Álvaro Obregón (El Ranchito),,18,1
3309,Álvaro Valenzuela,,18,1
3310,Amada Martínez de Castro,,18,1
3311,Amado Quiñones,,18,1
3312,Amador Ronquillo (Rancho Corrales Río Yaqui),,18,1
3313,Amalia Castelo,,18,1
3314,Amalio Cruz,,18,1
3315,Amaneceres Dos [Fraccionamiento],,18,1
3316,Ampliación Francisco Villa,,18,1
3317,Ampliación Ladrillera,,18,1
3318,AMSA,,18,1
3319,Amsa (Tata Lázaro),,18,1
3320,Ana Blasch,,18,1
3321,Ana Lilia Hernández López,,18,1
3322,Andrés López Castro,,18,1
3323,Angela Navarro,,18,1
3324,Antena de Radio y Televisión,,18,1
3325,Antonia Briceño Estrella,,18,1
3326,Antonia Contreras,,18,1
3327,Antonia Valladárez,,18,1
3328,Antonio Borbón (Bloque 906),,18,1
3329,Antonio Cañedo,,18,1
3330,Antonio Carrasco Martínez,,18,1
3331,Antonio Esquer,,18,1
3332,Antonio Flores (Bloque 1906),,18,1
3333,Antonio González,,18,1
3334,Antonio Ochoa Oros,,18,1
3335,Antonio Paez,,18,1
3336,Antonio Rosales,,18,1
3337,Apodaca,,18,1
3338,Armando Borbón,,18,1
3339,Arnulfo Bórquez (Cutabanco),,18,1
3340,Arnulfo Coronado,,18,1
3341,Arrieros de Cajeme,,18,1
3342,Arroyo Cocoraque,,18,1
3343,Arturo Carabéo,,18,1
3344,Asencio Núñez (Tozalcahui),,18,1
3345,Asia Maquinaria de México,,18,1
3346,Asunción Navarrete,,18,1
3347,Atalo Godoy Avechuco,,18,1
3348,Aurelia Núñez (Tozalcahui),,18,1
3349,Aurora,,18,1
3350,Aurora Caro,,18,1
3351,Aurora Morales,,18,1
3352,Auto Servicios RG,,18,1
3353,Avícola Bachoco,,18,1
3354,Avícola Bachoco (2409),,18,1
3355,Avícola Bachoco Treinta y Uno Cero Cuatro,,18,1
3356,Avícola Bachoco Treinta y Uno Sesenta y Tres,,18,1
3357,Avícola Bachoco Veintidós Cero Cuatro,,18,1
3358,Avícola Rancho Grande,,18,1
3359,Avícola Sección Uno (Bloque 1614),,18,1
3360,Avícola Yori,,18,1
3361,Babojori,,18,1
3362,Bachoco,,18,1
3363,Bachoco (Granja Reproductora Pesada),,18,1
3364,Bachoco [Avícola],,18,1
3365,Bachoco 32-22 (El Milagro),,18,1
3366,Bachoco Veinticuatro Cero Seis [Avícola],,18,1
3367,Bachoco Veinticuatro Cero Tres [Avícola],,18,1
3368,Balneario el Coyote,,18,1
3369,Balo Reyes,,18,1
3370,Basurero Municipal,,18,1
3371,Bayona,,18,1
3372,Benito Juárez,,18,1
3373,Benito Zayas,,18,1
3374,Bernabé Arana,,18,1
3375,Bertha Gómez,,18,1
3376,Beto Arzola,,18,1
3377,Beydi Agrícola SPR de Rl,,18,1
3378,Blas Guerrero,,18,1
3379,Bloque 1102,,18,1
3380,Bloque 1205,,18,1
3381,Bloque 1207,,18,1
3382,Bloque 1710 Campo Agrícola Número 1710,,18,1
3383,Bloque 605,,18,1
3384,Bloque 612,,18,1
3385,Bloque 918,,18,1
3386,Bloque Dos Mil Diez (Bloque 2010),,18,1
3387,Bloque Doscientos Catorce (Ejido Cajeme),,18,1
3388,Bloque Mil Seiscientos Doce,,18,1
3389,Bloque Novecientos Veinte,,18,1
3390,Bloque Ochocientos Doce,,18,1
3391,Bloque Seiscientos Diez,,18,1
3392,Bloque Setecientos Diez,,18,1
3393,Bordo del Canal,,18,1
3394,Bordo del Canal (Calzada Francisco Villanueva),,18,1
3395,Bordo del Canal Alto,,18,1
3396,Bordo del Canal Alto (Marco Servín Ayala),,18,1
3397,Bordo del Canal Alto Sur,,18,1
3398,Bordo del Canal Bajo,,18,1
3399,Bordos del Bachoco,,18,1
3400,Brambila Flores [Campo],,18,1
3401,Brasil (La Dieciséis),,18,1
3402,Braulio,,18,1
3403,Brígido Ángulo,,18,1
3404,Brunilda Balderrain,,18,1
3405,Bruno Cota,,18,1
3406,Bruno Ibarra (Bloque 101),,18,1
3407,Buenavista,,18,1
3408,Buhítos (Crianza Comercial 3160),,18,1
3409,Cabaña Matila,,18,1
3410,Cabañas el Sahuaro,,18,1
3411,Cajeme Productos Pecuarios,,18,1
3412,Cajoncitos,,18,1
3413,Calle Cuatrocientos (El Cuatro),,18,1
3414,Calle Kino,,18,1
3415,Calle Muerta,,18,1
3416,Calle Nueve (La Bomba),,18,1
3417,Calle Nueve y Canal Bajo,,18,1
3418,Calle Quinientos Internacional,,18,1
3419,Calle Siete y Canal Bajo,,18,1
3420,Calle Tres y Doce,,18,1
3421,Camarena Ranch,,18,1
3422,Camilo Ceceña,,18,1
3423,Campamento de Tiro los Halcones,,18,1
3424,Campestre Yucuribampo,,18,1
3425,Campito Cuevas,,18,1
3426,Campito de Licha,,18,1
3427,Campito la Ceiba,,18,1
3428,Campito San Alfonso,,18,1
3429,Campito San Blas,,18,1
3430,Campo 1616 (Bloque 1616),,18,1
3431,Campo Agrícola Ballona,,18,1
3432,Campo Alonso Bórquez (Bloque 1005),,18,1
3433,Campo Ana Lucía (La Granja),,18,1
3434,Campo Arvizu,,18,1
3435,Campo Arvizu (Bloque 1706),,18,1
3436,Campo Barrera,,18,1
3437,Campo Block 1601,,18,1
3438,Campo Camacho,,18,1
3439,Campo Campaña (Campo Campoy),,18,1
3440,Campo Cañedo,,18,1
3441,Campo Capricho,,18,1
3442,Campo Capy (Bloque 1708),,18,1
3443,Campo Carabeo (Ejido Cócorit),,18,1
3444,Campo Carrillo,,18,1
3445,Campo Chepa Méndez,,18,1
3446,Campo Cinco (Bloque 501),,18,1
3447,Campo Cincuenta,,18,1
3448,Campo Cincuenta (Bloque 707),,18,1
3449,Campo Cincuenta y Cinco (Campo de Jesús Olea),,18,1
3450,Campo Cincuenta y Seis,,18,1
3451,Campo Cincuenta y Uno (Bloque 607),,18,1
3452,Campo Cota Retez,,18,1
3453,Campo de A. Orduño,,18,1
3454,Campo de Amado Rosas (Bloque 1510),,18,1
3455,Campo de Amezcua,,18,1
3456,Campo de Antonio Alcantar,,18,1
3457,Campo de Antonio Mejía Dávila,,18,1
3458,Campo de Archuleta,,18,1
3459,Campo de Brigido y José,,18,1
3460,Campo de Buen Rostro,,18,1
3461,Campo de Campoy,,18,1
3462,Campo de Carlos Dengel (Bloque 701),,18,1
3463,Campo de Chamelia,,18,1
3464,Campo de Concepción Navarro (Bloque 1906),,18,1
3465,Campo de Consuelo Valenzuela,,18,1
3466,Campo de Dionisio Nava,,18,1
3467,Campo de Eduardo Prieto,,18,1
3468,Campo de Felipe Campoy,,18,1
3469,Campo de Fermín,,18,1
3470,Campo de Gilberto Tapia,,18,1
3471,Campo de Guadalupe Parada,,18,1
3472,Campo de Inzunza (Bloque 1512),,18,1
3473,Campo de Isidro Aragón,,18,1
3474,Campo de Jaimes,,18,1
3475,Campo de Javier Ivich Campoy (Bloque 1716),,18,1
3476,Campo de Jesús Flores,,18,1
3477,Campo de Jesús Ricardo,,18,1
3478,Campo de Jesús Rodríguez (Bloque 1410),,18,1
3479,Campo de José Luis Mejía (Bloque 707),,18,1
3480,Campo de José Ortiz (Bloque 1504),,18,1
3481,Campo de la Verdura,,18,1
3482,Campo de las Higuerillas (Bloque 1506),,18,1
3483,Campo de Leobardo Félix,,18,1
3484,Campo de López Carlón (Bloque 1202),,18,1
3485,Campo de los Armenta (Bloque 1501),,18,1
3486,Campo de los Barba,,18,1
3487,Campo de los Barraza (Bloque 1904),,18,1
3488,Campo de los Bórquez (Bloque 1604),,18,1
3489,Campo de los Bustamante (Bloque 1805),,18,1
3490,Campo de los Castro (Bloque 609),,18,1
3491,Campo de los Flores,,18,1
3492,Campo de los Fuertes,,18,1
3493,Campo de los González,,18,1
3494,Campo de los Martínez,,18,1
3495,Campo de los Montiel,,18,1
3496,Campo de los Tapia,,18,1
3497,Campo de Manuel Arellano,,18,1
3498,Campo de Manuel Castro (El Retiro),,18,1
3499,Campo de María Carrasco,,18,1
3500,Campo de Martín Dengel (Bloque 1404),,18,1
3501,Campo de Mercado,,18,1
3502,Campo de Miguel Denguel,,18,1
3503,Campo de Narciso Murrieta,,18,1
3504,Campo de Navarro,,18,1
3505,Campo de Oroz (Bloque 1318),,18,1
3506,Campo de Pedro,,18,1
3507,Campo de Quitito,,18,1
3508,Campo de Ramón Guillén (Bloque 1402),,18,1
3509,Campo de Ramón Rivera (Bloque 1204),,18,1
3510,Campo de Ramos,,18,1
3511,Campo de Ramos (Bahía),,18,1
3512,Campo de René Barrera,,18,1
3513,Campo de Róbinson Bours,,18,1
3514,Campo de Saldívar,,18,1
3515,Campo de Víctor Manuel Martínez,,18,1
3516,Campo del Indio Romero,,18,1
3517,Campo del Peluquero,,18,1
3518,Campo Doctor Orozco,,18,1
3519,Campo Donnadieu,,18,1
3520,Campo Donnadieu (Bloque 1803),,18,1
3521,Campo Doña Julia,,18,1
3522,Campo Dos (Ejido Tepeyac),,18,1
3523,Campo Dulce,,18,1
3524,Campo el Sacrificio (Everardo Pereo Peraza),,18,1
3525,Campo el Verde,,18,1
3526,Campo Emilio Carrasco,,18,1
3527,Campo Enrique Luders (Bloque 807),,18,1
3528,Campo Ernesto,,18,1
3529,Campo Evaristo López,,18,1
3530,Campo Francisco Astiazarán (Campo 36),,18,1
3531,Campo Gabriel Gallegos,,18,1
3532,Campo García Preciado,,18,1
3533,Campo Godoy,,18,1
3534,Campo Grupo México,,18,1
3535,Campo Guadalupe,,18,1
3536,Campo Guadalupe Verduzco,,18,1
3537,Campo Héctor Navarro,,18,1
3538,Campo Héctor Soto Córdova (Bloque 1714),,18,1
3539,Campo II la Escuelita,,18,1
3540,Campo Jory,,18,1
3541,Campo José María Moreno Mendoza,,18,1
3542,Campo José Rochín,,18,1
3543,Campo Juan Ivich Balderrain,,18,1
3544,Campo Laura,,18,1
3545,Campo Licenciado Sau,,18,1
3546,Campo Manuel Félix (Bloque 1701),,18,1
3547,Campo María Elena,,18,1
3548,Campo mi Ilusión,,18,1
3549,Campo Miguel Navarro,,18,1
3550,Campo Millanes,,18,1
3551,Campo Millar,,18,1
3552,Campo Nacapul,,18,1
3553,Campo No. Seis,,18,1
3554,Campo Nuevo,,18,1
3555,Campo Número Seis (Cinco y Medio),,18,1
3556,Campo Oroz,,18,1
3557,Campo Parada (Bloque 2114),,18,1
3558,Campo Pérez,,18,1
3559,Campo Quinientos,,18,1
3560,Campo Rafael Acuña,,18,1
3561,Campo Rafael Anaya,,18,1
3562,Campo Ramona Verduzco (Bloque 1908),,18,1
3563,Campo Rodríguez,,18,1
3564,Campo Román,,18,1
3565,Campo Rosa Alicia (Bloque 2012),,18,1
3566,Campo Rosenda,,18,1
3567,Campo Sabori (Hermelinda Sabori),,18,1
3568,Campo San Antonio,,18,1
3569,Campo San Isidro,,18,1
3570,Campo San Juan,,18,1
3571,Campo Santa Alicia,,18,1
3572,Campo Santa Bárbara,,18,1
3573,Campo Santa Mina,,18,1
3574,Campo Socorro Macías,,18,1
3575,Campo Treinta y Cinco,,18,1
3576,Campo Treinta y Cinco (Bloque 705),,18,1
3577,Campo Treinta y Cuatro (Bloque 703),,18,1
3578,Campo Treinta y Seis,,18,1
3579,Campo Treinta y Tres,,18,1
3580,Campo Treinta y Uno (Ampliación Treinta y Uno),,18,1
3581,Campo Vanesa (Productora del Valle),,18,1
3582,Campo Veinticinco,,18,1
3583,Campo Veinticuatro,,18,1
3584,Campo Veintidós,,18,1
3585,Campo Veintiocho,,18,1
3586,Campo Veintisiete (María Ochoa),,18,1
3587,Campo Veintisiete (Maximiliano León Olivas),,18,1
3588,Campo Veintisiete (Rómulo Díaz Brown),,18,1
3589,Campo Viuda de Obregón (Cenobia Obregón Tapia),,18,1
3590,Campos,,18,1
3591,Canal Alto,,18,1
3592,Canal Alto (Marmolería),,18,1
3593,Canal Alto Kilómetro Treinta y Uno,,18,1
3594,Canal Alto los Capomos,,18,1
3595,Canal Cuatro y Meridiano,,18,1
3596,Canal Porfirio Díaz (Bloquera Porfirio Díaz),,18,1
3597,Capetamaya,,18,1
3598,Carlos Parada Laborín,,18,1
3599,Carlos Valenzuela,,18,1
3600,Carlos Valenzuela Pérez (Ejido Cócorit),,18,1
3601,Carlos Verdugo (Bloque 307),,18,1
3602,Carlos Villa,,18,1
3603,Carmen Chávez,,18,1
3604,Carmen Cuen,,18,1
3605,Carmen Piñuelas Castro,,18,1
3606,Carolina Block,,18,1
3607,Carolina Moreno,,18,1
3608,Casa de José,,18,1
3609,Casa del Cobrador (Isla Huivulai),,18,1
3610,Casa del Sanjero,,18,1
3611,Casa del Sanjero (Bloque 2014),,18,1
3612,Caseta (Canal Cuatro y Principal),,18,1
3613,Caseta de Recursos,,18,1
3614,Caseta de Riego,,18,1
3615,Casita del Levantador,,18,1
3616,Cástulo Amarillas,,18,1
3617,Cay Intento Rancho,,18,1
3618,Cecilio Castillo,,18,1
3619,Centauro del Norte,,18,1
3620,Centro Acuícola del Noroeste,,18,1
3621,Centro de Apoyo a la Mujer,,18,1
3622,Centro de Superación (Juan Navarrete y Guerrero),,18,1
3623,Centro Piscicola de Cajeme,,18,1
3624,Cerrito de la Virgen,,18,1
3625,Cerro Colorado,,18,1
3626,Cerro Pelón,,18,1
3627,Cesar Camoú,,18,1
3628,César E. Miranda,,18,1
3629,Cesar M. Padilla,,18,1
3630,Cesareo Juárez,,18,1
3631,Chahuilla,,18,1
3632,Chamelia [Pista aérea],,18,1
3633,Chamizal (Predio Tozalcahui),,18,1
3634,Chico Zazueta,,18,1
3635,Chicorón,,18,1
3636,Chiktula,,18,1
3637,Chimbampo,,18,1
3638,Chinabampo,,18,1
3639,Chino García,,18,1
3640,Chino Parra,,18,1
3641,Cinco y Media,,18,1
3642,Cirio Pazos,,18,1
3643,Citahuachi,,18,1
3644,Citrícola del Yaqui,,18,1
3645,Ciudad Obregón,,18,1
3646,Club Aéreo del Yaqui,,18,1
3647,Club de Tiro y Pesca,,18,1
3648,Club Jaguar (Sandra Elba Cruz Lugo),,18,1
3649,Cocoraque,,18,1
3650,Cócorit,,18,1
3651,Colonia Rosales,,18,1
3652,Comercial de Productos Agricolas S.A. de C.V.,,18,1
3653,Compuerta Veintidós,,18,1
3654,Comunidad Xóchitl (Grupo Xóchitl),,18,1
3655,Conrado Montoya,,18,1
3656,Constantino López (Kilómetro Siete),,18,1
3657,Constitución,,18,1
3658,Constructora,,18,1
3659,Consuelo García,,18,1
3660,Contreras,,18,1
3661,Corral de Piedra,,18,1
3662,Corral Quemado,,18,1
3663,Corrales Arvizu,,18,1
3664,Corrales San Juan,,18,1
3665,Corrales sin nombre,,18,1
3666,Corrales Viejos,,18,1
3667,Cosarugo (Gosarugo),,18,1
3668,Crianza (Héctor Bórquez),,18,1
3669,Criba Almada Urrea,,18,1
3670,Criba de Ingenieros Civiles,,18,1
3671,Criba Melendrez,,18,1
3672,Criba Meléndrez,,18,1
3673,Crisóforo Serrano García,,18,1
3674,Cristina Córdova,,18,1
3675,CRREAD,,18,1
3676,Crucero Estación Corral,,18,1
3677,Crucero Seiscientos y Meridiano,,18,1
3678,Cruz Espinoza,,18,1
3679,Cruz Ibarra,,18,1
3680,Cruz Leyva Romero (El Cutabampo),,18,1
3681,Cruz Mercado,,18,1
3682,Cruz Zavala (Bloque 904),,18,1
3683,Cruzberto Buitimea,,18,1
3684,Cuadra el Milagro,,18,1
3685,Cuadra el Semillero,,18,1
3686,Cuadra Kalín,,18,1
3687,Cuadra la Churea,,18,1
3688,Cuadra Santa Rosa,,18,1
3689,Cuadra Tornado,,18,1
3690,Cuadra Yécora,,18,1
3691,Cuadrilatero Noveno,,18,1
3692,Cuauhtémoc (Bloque 1705),,18,1
3693,Cuauhtémoc (Campo Cinco),,18,1
3694,Cuchos Nuevos,,18,1
3695,Cumuripa (La Calera),,18,1
3696,Curva del Seminario,,18,1
3697,Cutabampo (Mario Luna),,18,1
3698,Daniel De Jesús González,,18,1
3699,Daniel López González,,18,1
3700,Daniel Portillo Olivas (El Vergel),,18,1
3701,David Káram,,18,1
3702,David Pazos,,18,1
3703,Despepitadora Tres Marías,,18,1
3704,Devisadero los Villegas [Rancho],,18,1
3705,Díaz Ordaz,,18,1
3706,DIBRUSA,,18,1
3707,Diecinueve Canal Alto,,18,1
3708,Dionisio Sandoval,,18,1
3709,Divisaderos,,18,1
3710,Doctor Barba,,18,1
3711,Doctor Rodríguez (La Escondida),,18,1
3712,Dolores Juzaino,,18,1
3713,Domingo Ávila,,18,1
3714,Don Alfonzo,,18,1
3715,Don Chon Céliz,,18,1
3716,Don Chuy (La Setecientos),,18,1
3717,Don Chuyón,,18,1
3718,Don Clement,,18,1
3719,Don Cuco Meza,,18,1
3720,Don José Díaz,,18,1
3721,Don Luis,,18,1
3722,Don Roque,,18,1
3723,Don Tacho (Chichi Inzunza),,18,1
3724,Dora Alicia Félix Corral,,18,1
3725,Dos Potrillos,,18,1
3726,Dragón Aquatiko [Paseo Campestre],,18,1
3727,Duarte Valdez,,18,1
3728,E. Espinoza,,18,1
3729,Ebodio Gastelum (Los Gatos),,18,1
3730,Edén del Yaqui (Bloque 1105),,18,1
3731,Edgardo Acuña Aguilar,,18,1
3732,Edmundo Lugo,,18,1
3733,Eduardo Balladares (Campo la Calavera),,18,1
3734,Eduardo Cotri Romero (Don Yayo),,18,1
3735,Eduardo Macías,,18,1
3736,Eduardo Nava (La Hectárea),,18,1
3737,Eduardo Nuñez,,18,1
3738,Eduwiges Borbón,,18,1
3739,Efraín López,,18,1
3740,Ej. Colec San José de Bácum,,18,1
3741,Ej. Veteranos de la Revolución (Bloque 1502),,18,1
3742,Ejido Alfonso Peralta Dos,,18,1
3743,Ejido Benito Juárez (Bloque 1816),,18,1
3744,Ejido Colectivo Luis Encinas,,18,1
3745,Ejido Constituyentes,,18,1
3746,Ejido Constituyentes (Bloque 1002),,18,1
3747,Ejido Cuauhtémoc (El Salitral),,18,1
3748,Ejido Dotación Individual,,18,1
3749,Ejido Ex-alumnos Prácticos del Quinto,,18,1
3750,Ejido Felipe Neri (Moringa),,18,1
3751,Ejido Francisco Serrano,,18,1
3752,Ejido General Antonio Rosales,,18,1
3753,Ejido Guillermo Prieto,,18,1
3754,Ejido Guillermo Prieto (Bloque 1416),,18,1
3755,Ejido Guillermo Prieto (Bloque 1418),,18,1
3756,Ejido Jiquilpan,,18,1
3757,Ejido Jiquilpan (Bloque 1718),,18,1
3758,Ejido Mariano Escobedo Número Dos (Bloque 1307),,18,1
3759,Ejido Praxedis (Bloque 1910),,18,1
3760,Ejido Tepeyac,,18,1
3761,Ejido Tepeyac (Campo Dos),,18,1
3762,Ejido Toribio Velázquez,,18,1
3763,Ejido Toribio Velázquez (El Tejabán),,18,1
3764,Ejido Veteranos de la Revolución (Bloque 2006),,18,1
3765,El Abolillo,,18,1
3766,El Agostadero,,18,1
3767,El Aguajito,,18,1
3768,El Águila (Bloque 1508),,18,1
3769,El Alamito,,18,1
3770,El Álamo,,18,1
3771,El Algodón,,18,1
3772,El Alto,,18,1
3773,El Anzuelo,,18,1
3774,El Apache,,18,1
3775,El Babojori,,18,1
3776,El Baceran,,18,1
3777,El Bagao [Establo],,18,1
3778,El Bajío,,18,1
3779,El Bajío (Predio Esquer),,18,1
3780,El Batuli,,18,1
3781,El Baugo,,18,1
3782,El Bienestar,,18,1
3783,El Bordo,,18,1
3784,El Bosque (Calle Quince),,18,1
3785,El Bronco,,18,1
3786,El Cabicho,,18,1
3787,El Cadete,,18,1
3788,El Cajón,,18,1
3789,El Cajoncito,,18,1
3790,El Camino,,18,1
3791,El Campito,,18,1
3792,El Campito (Cribas),,18,1
3793,El Canelo,,18,1
3794,El Carrizo,,18,1
3795,El Carrizo (Rancho),,18,1
3796,El Chaday,,18,1
3797,El Chapote,,18,1
3798,El Chichiquelite,,18,1
3799,El Chiculi,,18,1
3800,El Chicural,,18,1
3801,El Chilicote,,18,1
3802,El Chiquillo,,18,1
3803,El Chito,,18,1
3804,El Chivero,,18,1
3805,El Chupadero,,18,1
3806,El Cinquito,,18,1
3807,El Compadre,,18,1
3808,El Corohuis (Corohuisi),,18,1
3809,El Coronel,,18,1
3810,El Coruco,,18,1
3811,El Coyote,,18,1
3812,El Crisol,,18,1
3813,El Cuatro,,18,1
3814,El Dátil (Rancho la Palmita),,18,1
3815,El Desagüe,,18,1
3816,El Dique,,18,1
3817,El Dique Diez,,18,1
3818,El Disparate,,18,1
3819,El Dolar,,18,1
3820,El Duro,,18,1
3821,El Edén del Yaqui,,18,1
3822,El Establo,,18,1
3823,El Establo (Blanca Esthela Colomo) [Restaurante],,18,1
3824,El Fundador,,18,1
3825,El Garambullo,,18,1
3826,El Gato,,18,1
3827,El Gatunoso (Ramón Payán),,18,1
3828,El Genovevo (Bloque 1104),,18,1
3829,El Guamuchil,,18,1
3830,El Guayacán,,18,1
3831,El Guayparín,,18,1
3832,El Henequén,,18,1
3833,El Indio [Club Familiar],,18,1
3834,El Invernadero,,18,1
3835,El Jazmín,,18,1
3836,El Jito (El Reparo del Jito),,18,1
3837,El Jito [Establo],,18,1
3838,El Kiko (Quico),,18,1
3839,El Lechón Feliz,,18,1
3840,El Licenciado,,18,1
3841,El Llano,,18,1
3842,El Llano (Santa María) [Agropecuaria],,18,1
3843,El Mal Paso,,18,1
3844,El Mezquite,,18,1
3845,El Milagro,,18,1
3846,El Milagro (Pedro García Navarro),,18,1
3847,El Mimbre (Rancho la Viznaga),,18,1
3848,El Mirador (La Pila),,18,1
3849,El Misterio,,18,1
3850,El Moro [Agroindustrias],,18,1
3851,El Músaro,,18,1
3852,El Nacapul [Avícola],,18,1
3853,El Nacimiento,,18,1
3854,El Nuevo,,18,1
3855,El Oasis [Albercas],,18,1
3856,El Olvido,,18,1
3857,El Oviáchic,,18,1
3858,El Palo Fierro (La Alcantarilla),,18,1
3859,El Palo Verde,,18,1
3860,El Palofierro,,18,1
3861,El Palotal,,18,1
3862,El Pantanal,,18,1
3863,El Papalote (El Campito),,18,1
3864,El Paraiso,,18,1
3865,El Paraíso [Restaurante],,18,1
3866,El Pato,,18,1
3867,El Pilareño,,18,1
3868,El Platanito (Bloque 804),,18,1
3869,El Poli,,18,1
3870,El Porvenir,,18,1
3871,El Porvenir (El Porvenir Cumuripa),,18,1
3872,El Potrero,,18,1
3873,El Potrero (Compuerta),,18,1
3874,El Pozo,,18,1
3875,El Progreso,,18,1
3876,El Quiniqui,,18,1
3877,El Ranchito,,18,1
3878,El Ranchito (Granja Rancho Grande),,18,1
3879,El Ranchito (Humberto López),,18,1
3880,El Ranchito (Rancho de Mi Nana y Mi Tata),,18,1
3881,El Ranchito Cinco de Mayo,,18,1
3882,El Realito,,18,1
3883,El Realito (Carlos Esquer),,18,1
3884,El Recodo,,18,1
3885,El Reparo (Octavio Méndez),,18,1
3886,El Represo,,18,1
3887,El Rincón,,18,1
3888,El Rodeo,,18,1
3889,El Rodeo (La Mosca),,18,1
3890,El Rodeo (María de los Ángeles),,18,1
3891,El Rosario,,18,1
3892,El Rudy,,18,1
3893,El Sacrificio [Nopalera],,18,1
3894,El Sahuaro,,18,1
3895,El Saladero,,18,1
3896,El Salto,,18,1
3897,El Saucito,,18,1
3898,El Sauz,,18,1
3899,El Sauzal,,18,1
3900,El Seis Viejo,,18,1
3901,El Seis Viejo (El Seis),,18,1
3902,El Sibacobi,,18,1
3903,El Sivacobi (Daniel Gómez Molina),,18,1
3904,El Sol (Campo de José Higuera),,18,1
3905,El Sombrerete,,18,1
3906,El Suspiro,,18,1
3907,El Suspiro (María Dolores Martínez),,18,1
3908,El Tebari,,18,1
3909,El Tecolote,,18,1
3910,El Tenampa,,18,1
3911,El Terachi,,18,1
3912,El Tigre,,18,1
3913,El Tinaco,,18,1
3914,El Tio,,18,1
3915,El Tozalcahui,,18,1
3916,El Triunfo (Ejido Constituyentes),,18,1
3917,El Veinticuatro,,18,1
3918,El Veranito,,18,1
3919,El Yaqui,,18,1
3920,El Yori,,18,1
3921,Eleazar Cota,,18,1
3922,Elena Arvizu,,18,1
3923,Elena Verdugo,,18,1
3924,Eleodoro Zazueta,,18,1
3925,Eleodoro Zazueta (Bloque 2106),,18,1
3926,Emerardo González,,18,1
3927,Emeterio Cota,,18,1
3928,Emeterio Valenzuela,,18,1
3929,Emilio Beltrán,,18,1
3930,Emilio Félix,,18,1
3931,Emilio Gámez (Rancho Aguacate la Nopalera),,18,1
